transactionId,fileHeaderDate,accountNumber,transactionType,batchLocation,batchNumber,updateBatchDate,relatedFileNumber,actionName,relatedFileKey,doNotReportFlag,explanation,minorAssetsClass,owningPortfolio,posterInitials,transactionSubtype,cashEffect,cashPaidOut,brokerNumber,oldBalance,newBalance
BAD!,abc,XYZ,78,CHE,214236,20260225,810658,ADJ,48000890,INVALID,AUTO-GENERATED TRANSACTION,88,556502,MT,11,1.23456,0.00,45884,123456789012345678.123,1615973.54
BAD!,abc,XYZ,17,DEL,630525,20260225,810547,ADJ,48000254,INVALID,AUTO-GENERATED TRANSACTION,24,556513,VP,33,1.23456,0.00,45526,123456789012345678.123,2806445.43
TXN000068,20260101,ACC000000068,27,DEL,627810,20260225,810717,REV,48000281,N,AUTO-GENERATED TRANSACTION,57,556567,MT,29,34889.03,0.00,45047,2269456,2262522.78
TXN000069,20250210,ACC000000069,82,PUN,526976,20260225,810982,POST,48000485,Y,AUTO-GENERATED TRANSACTION,23,556522,AK,11,-21661.57,0.00,45361,2313065,2270305.16
TXN000070,20250314,ACC000000070,29,PUN,411763,20260225,810841,POST,48000810,N,AUTO-GENERATED TRANSACTION,54,556568,MT,14,-37054.69,0.00,45348,2297074,2310835.94
BAD!,abc,XYZ,26,MUM,494981,20260225,810401,REV,48000032,INVALID,AUTO-GENERATED TRANSACTION,82,556507,RS,38,1.23456,0.00,45896,123456789012345678.123,2119889.20
TXN000072,20250727,ACC000000072,30,HYD,553681,20260225,810339,REV,48000127,Y,AUTO-GENERATED TRANSACTION,94,556516,VP,31,-35438.40,0.00,45831,1038512,1045059.04
TXN000073,20250614,ACC000000073,62,HYD,320386,20260225,810772,ADJ,48000081,YES,AUTO-GENERATED TRANSACTION,95,556586,VP,25,-22077.57,0.00,45238,1567695,1588423.83
TXN000074,20251204,ACC000000074,55,HYD,185117,20260225,810144,ADJ,48000888,Y,AUTO-GENERATED TRANSACTION,70,556564,RS,36,31331.72,0.00,45801,2329854,2341921.75
TXN000075,20250325,ACC000000075,93,CHE,832543,20260225,810110,REV,48000926,N,AUTO-GENERATED TRANSACTION,39,556515,RS,8,-9327.34,0.00,45935,2362043,2318402.23
TXN000076,20250528,ACC000000076,32,DEL,279061,20260225,810560,ADJ,48000078,N,AUTO-GENERATED TRANSACTION,39,556591,VP,3,77.86,0.00,45229,1190870,1211493.80
BAD_TXN,20250611,ACC000000077,40,PUN,952494,20260225,810974,ADJ,48000929,N,AUTO-GENERATED TRANSACTION,12,556512,AK,37,-19413.61,0.00,45995,1183416,1155535.65
TXN000078,20250805,ACC000000078,61,HYD,462501,20260225,810982,POST,48000952,N,AUTO-GENERATED TRANSACTION,21,556572,VP,20,-32576.06,0.00,45030,1251679,1277362.57
TXN000079,20250824,12345,95,CHE,617658,20260225,810008,REV,48000657,N,AUTO-GENERATED TRANSACTION,45,556584,VP,8,2577.05,0.00,45695,1444146,1443683.41
BAD_TXN,20250928,ACC000000080,91,HYD,783818,20260225,810927,ADJ,48000179,Y,AUTO-GENERATED TRANSACTION,71,556547,VP,36,-32322.52,0.00,45735,1650898,1689578.56
TXN000081,20250227,ACC000000081,55,DEL,690834,20260225,810264,POST,48000091,Y,AUTO-GENERATED TRANSACTION,65,556558,MT,34,36308.35,0.00,45544,1399279,1367449.16
TXN000082,20251126,ACC000000082,35,PUN,478076,20260225,810131,ADJ,48000292,Y,AUTO-GENERATED TRANSACTION,69,556572,VP,10,-43621.63,0.00,45313,1263671,1230591.75
TXN000083,20250524,ACC000000083,41,MUM,893328,20260225,810061,REV,48000099,Y,AUTO-GENERATED TRANSACTION,17,556553,VP,2,-2710.91,0.00,45885,123456789012345678.123,1200592.08
TXN000055,20250821,ACC000000055,29,CHE,968112,20260225,810923,ADJ,48000716,N,AUTO-GENERATED TRANSACTION,89,556561,AK,20,-10501.52,0.00,45412,2725785,2713034.29
TXN000085,20250802,ACC000000085,73,DEL,677071,20260225,810253,ADJ,48000525,N,AUTO-GENERATED TRANSACTION,78,556536,MT,39,-34618.37,0.00,45166,1384979,1357390.22
BAD!,abc,XYZ,12,PUN,649994,20260225,810055,REV,48000966,INVALID,AUTO-GENERATED TRANSACTION,44,556521,VP,39,1.23456,0.00,45793,123456789012345678.123,2210833.88
TXN000087,20250905,ACC000000087,61,HYD,494013,20260225,810601,REV,48000398,N,AUTO-GENERATED TRANSACTION,31,556513,MT,26,12.3456,0.00,45709,2114921,2141659.94
TXN000088,20251122,ACC000000088,45,DEL,656964,20260225,810828,REV,48000964,Y,AUTO-GENERATED TRANSACTION,19,556522,MT,10,16040.49,0.00,45397,2136971,2123096.87
TXN000089,20250506,ACC000000089,71,MUM,786591,20260225,810673,POST,48000219,N,AUTO-GENERATED TRANSACTION,15,556508,VP,16,-27776.95,0.00,45873,2384382,2340291.63
TXN000090,20251005,ACC000000090,55,MUM,125085,20260225,810687,REV,48000866,Y,AUTO-GENERATED TRANSACTION,86,556587,MT,36,-3107.35,0.00,45094,1678624,1681997.08
TXN000091,20250921,ACC000000091,65,HYD,981430,20260225,810179,POST,48000029,N,AUTO-GENERATED TRANSACTION,99,556583,VP,26,-17896.83,0.00,45880,1703704,1740760.26
TXN000092,20250418,ACC000000092,34,MUM,101191,20260225,810475,POST,48000560,N,AUTO-GENERATED TRANSACTION,84,556565,VP,1,-41764.56,0.00,45344,1569662,1572259.22
TXN000093,20250417,ACC000000093,31,HYD,718753,20260225,810362,POST,48000255,N,AUTO-GENERATED TRANSACTION,58,556591,VP,6,33573.55,0.00,45480,2316023,2316647.05
TXN000094,20250911,ACC000000094,93,PUN,419166,20260225,810157,ADJ,48000211,N,AUTO-GENERATED TRANSACTION,11,556503,MT,13,12.3456,0.00,45681,1990769,1985649.02
TXN000095,20251017,ACC000000095,43,PUN,634375,20260225,810279,ADJ,48000277,N,AUTO-GENERATED TRANSACTION,85,556543,AK,18,21729.10,0.00,45909,1672087,1692606.54
TXN000096,20250102,ACC000000096,87,MUM,150411,20260225,810869,ADJ,48000726,Y,AUTO-GENERATED TRANSACTION,81,556573,VP,10,20109.95,0.00,45623,1439302,1398092.05
BAD_TXN,20250727,ACC000000097,23,PUN,980598,20260225,810615,ADJ,48000988,Y,AUTO-GENERATED TRANSACTION,47,556521,VP,23,-49382.26,0.00,45819,1605452,1646590.19
TXN000098,20250310,ACC000000098,87,DEL,470110,20260225,810481,REV,48000653,Y,AUTO-GENERATED TRANSACTION,92,556583,AK,5,21963.89,0.00,45803,2889342,2926296.17
TXN000099,20251018,ACC000000099,71,MUM,581020,20260225,810507,ADJ,48000375,Y,AUTO-GENERATED TRANSACTION,58,556505,MT,37,9161.90,0.00,45880,1183476,1154117.34
TXN000100,20250521,ACC000000100,50,DEL,447549,20260225,810525,POST,48000361,Y,AUTO-GENERATED TRANSACTION,42,556545,VP,8,18844.09,0.00,45234,2650179,2680703.46
TXN000101,20250713,ACC000000101,17,CHE,431712,20260225,810126,POST,48000787,Y,AUTO-GENERATED TRANSACTION,71,556589,RS,38,-22909.08,0.00,45628,2809422,2816378.47
TXN000102,20250209,ACC000000102,17,PUN,660928,20260225,810674,ADJ,48000260,N,AUTO-GENERATED TRANSACTION,73,556529,AK,16,-21802.92,0.00,45222,1527257,1529619.27
TXN000103,20250813,ACC000000103,96,DEL,645379,20260225,810116,POST,48000603,N,AUTO-GENERATED TRANSACTION,96,556524,RS,5,-22501.89,0.00,45530,2936927,2959245.45
TXN000029,20250321,ACC000000029,80,HYD,344882,20260225,810727,POST,48000022,Y,AUTO-GENERATED TRANSACTION,50,556542,VP,29,42429.72,0.00,45237,2412560,2418583.49
TXN000105,20250923,ACC000000105,77,MUM,487754,20260225,810493,POST,48000219,Y,AUTO-GENERATED TRANSACTION,96,556507,MT,20,36633.50,0.00,45359,1224429,1261258.05
BAD!,abc,XYZ,86,DEL,458009,20260225,810788,POST,48000686,INVALID,AUTO-GENERATED TRANSACTION,15,556552,AK,11,1.23456,0.00,45677,123456789012345678.123,1692066.98
BAD!,abc,XYZ,44,MUM,309776,20260225,810050,POST,48000117,INVALID,AUTO-GENERATED TRANSACTION,13,556569,VP,14,1.23456,0.00,45589,123456789012345678.123,1432196.86
BAD!,abc,XYZ,82,DEL,517098,20260225,810742,POST,48000099,INVALID,AUTO-GENERATED TRANSACTION,88,556565,AK,3,1.23456,0.00,45400,123456789012345678.123,2273314.54
TXN000109,20251204,ACC000000109,78,DEL,602513,20260225,810668,POST,48000342,Y,AUTO-GENERATED TRANSACTION,21,556506,AK,6,9312.71,0.00,45330,1598838,1641093.89
TXN000110,20250925,ACC000000110,63,HYD,210152,20260225,810196,REV,48000291,Y,AUTO-GENERATED TRANSACTION,31,556519,AK,35,-45450.96,0.00,45806,1216100,1216504.29
TXN000111,20250418,ACC000000111,46,PUN,403249,20260225,810049,REV,48000705,N,AUTO-GENERATED TRANSACTION,51,556539,AK,35,10816.44,0.00,45103,1187845,1164157.26
TXN000112,20250606,ACC000000112,39,HYD,928584,20260225,810363,REV,48000925,N,AUTO-GENERATED TRANSACTION,39,556526,RS,36,2086.47,0.00,45296,2147938,2130078.51
BAD!,abc,XYZ,99,PUN,261892,20260225,810271,REV,48000574,INVALID,AUTO-GENERATED TRANSACTION,18,556549,AK,5,1.23456,0.00,45766,123456789012345678.123,2503814.08
TXN000114,20250408,ACC000000114,71,CHE,170082,20260225,810072,REV,48000682,N,AUTO-GENERATED TRANSACTION,58,556575,MT,1,-22125.24,0.00,45776,2711509,2755171.75
TXN000115,20250514,ACC000000115,92,CHE,789320,20260225,810040,ADJ,48000363,Y,AUTO-GENERATED TRANSACTION,12,556514,AK,34,13833.42,0.00,45144,1762249,1783813.65
TXN000116,20250516,ACC000000116,24,DEL,295712,20260225,810431,REV,48000102,N,AUTO-GENERATED TRANSACTION,29,556554,MT,12,36942.46,0.00,45899,2010881,2057118.69
TXN000117,20250512,ACC000000117,35,MUM,689154,20260225,810051,POST,48000262,N,AUTO-GENERATED TRANSACTION,62,556573,MT,11,-19304.91,0.00,45438,2055458,2086504.85
TXN000118,2025-12-01,ACC000000118,88,HYD,855982,20260225,810174,REV,48000515,Y,AUTO-GENERATED TRANSACTION,95,556520,RS,23,-38783.73,0.00,45835,1692770,1678880.86
BAD_TXN,20250214,ACC000000119,75,DEL,911680,20260225,810996,ADJ,48000411,N,AUTO-GENERATED TRANSACTION,46,556564,VP,17,-3187.92,0.00,45677,2464568,2420540.79
TXN000120,20250310,ACC000000120,24,MUM,797499,20260225,810345,REV,48000431,N,AUTO-GENERATED TRANSACTION,42,556511,RS,1,12.3456,0.00,45611,2744813,2746043.57
TXN000121,20250421,ACC000000121,81,MUM,466840,20260225,810911,ADJ,48000881,Y,AUTO-GENERATED TRANSACTION,44,556529,AK,1,45820.47,0.00,45496,2671595,2667546.21
BAD!,abc,XYZ,10,MUM,373040,20260225,810950,ADJ,48000206,INVALID,AUTO-GENERATED TRANSACTION,37,556589,RS,15,1.23456,0.00,45214,123456789012345678.123,2039283.45
TXN000123,20250120,ACC000000123,14,DEL,973626,20260225,810929,REV,48000937,N,AUTO-GENERATED TRANSACTION,69,556505,RS,4,10897.16,0.00,45598,2121238,2123445.76
TXN000124,20251208,ACC000000124,17,MUM,671469,20260225,810159,ADJ,48000677,Y,AUTO-GENERATED TRANSACTION,58,556512,AK,39,12.3456,0.00,45640,2647442,2614252.13
TXN000125,20250825,12345,36,DEL,656335,20260225,810475,REV,48000849,N,AUTO-GENERATED TRANSACTION,10,556592,RS,7,26.36,0.00,45221,1150246,1189482.64
TXN000126,20250913,ACC000000126,36,HYD,673920,20260225,810240,REV,48000728,N,AUTO-GENERATED TRANSACTION,42,556548,MT,9,9687.66,0.00,45092,2543920,2587949.17
TXN000127,20250207,ACC000000127,96,DEL,683016,20260225,810849,ADJ,48000403,Y,AUTO-GENERATED TRANSACTION,50,556530,VP,27,49969.87,0.00,45776,2540333,2548911.09
TXN000128,20250805,ACC000000128,88,CHE,461485,20260225,810181,POST,48000275,Y,AUTO-GENERATED TRANSACTION,87,556580,VP,39,34610.69,0.00,45064,1193597,1154213.68
BAD_TXN,20250426,ACC000000129,43,MUM,606637,20260225,810213,POST,48000091,Y,AUTO-GENERATED TRANSACTION,62,556519,MT,18,41620.53,0.00,45744,2395170,2422407.54
TXN000130,20250830,ACC000000130,14,MUM,568545,20260225,810858,ADJ,48000445,Y,AUTO-GENERATED TRANSACTION,36,556571,VP,20,26224.58,0.00,45934,1444657,1489477.16
TXN000068,20260101,ACC000000068,27,DEL,627810,20260225,810717,REV,48000281,N,AUTO-GENERATED TRANSACTION,57,556567,MT,29,34889.03,0.00,45047,2269456,2262522.78
BAD!,abc,XYZ,95,MUM,293488,20260225,810047,ADJ,48000688,INVALID,AUTO-GENERATED TRANSACTION,65,556599,MT,33,1.23456,0.00,45516,123456789012345678.123,2488511.40
TXN000133,20251006,ACC000000133,22,HYD,457258,20260225,810761,ADJ,48000176,Y,AUTO-GENERATED TRANSACTION,29,556503,VP,21,43441.73,0.00,45292,1660321,1656423.65
TXN000134,20250611,ACC000000134,36,DEL,212673,20260225,810886,POST,48000774,N,AUTO-GENERATED TRANSACTION,15,556531,VP,2,-6363.47,0.00,45757,2632163,2615054.51
TXN000001,20250727,ACC000000001,90,MUM,422439,20260225,810404,POST,48000863,N,AUTO-GENERATED TRANSACTION,55,556521,RS,21,-10780.29,0.00,45139,123456789012345678.123,2173115.68
BAD!,abc,XYZ,10,CHE,762954,20260225,810202,POST,48000294,INVALID,AUTO-GENERATED TRANSACTION,95,556543,VP,22,1.23456,0.00,45934,123456789012345678.123,2485886.03
TXN000137,20250710,ACC000000137,14,HYD,876804,20260225,810665,ADJ,48000257,Y,AUTO-GENERATED TRANSACTION,75,556558,RS,8,24522.80,0.00,45612,2407305,2417380.87
TXN000138,20251211,ACC000000138,15,MUM,385275,20260225,810250,ADJ,48000019,N,AUTO-GENERATED TRANSACTION,60,556584,RS,22,42971.80,0.00,45055,1059157,1054672.18
TXN000139,20250129,ACC000000139,58,DEL,250945,20260225,810616,REV,48000821,N,AUTO-GENERATED TRANSACTION,33,556543,RS,12,2876.55,0.00,45343,2151001,2161626.22
TXN000140,20250430,ACC000000140,63,CHE,643945,20260225,810224,POST,48000536,Y,AUTO-GENERATED TRANSACTION,68,556529,RS,40,-7621.59,0.00,45134,123456789012345678.123,2163104.78
TXN000141,20250503,ACC000000141,84,CHE,352028,20260225,810770,POST,48000355,Y,AUTO-GENERATED TRANSACTION,68,556502,VP,8,48248.95,0.00,45577,2790186,2790326.75
TXN000142,20250327,ACC000000142,56,CHE,855295,20260225,810720,POST,48000325,N,AUTO-GENERATED TRANSACTION,72,556588,AK,37,-23324.34,0.00,45037,2366079,2345595.00
TXN000143,20250519,ACC000000143,71,HYD,897311,20260225,810038,ADJ,48000203,N,AUTO-GENERATED TRANSACTION,74,556536,VP,22,-24994.68,0.00,45229,2886340,2883781.68
BAD!,abc,XYZ,14,PUN,633376,20260225,810240,ADJ,48000800,INVALID,AUTO-GENERATED TRANSACTION,62,556543,AK,13,1.23456,0.00,45282,123456789012345678.123,1574991.59
BAD_TXN,20251012,ACC000000145,51,CHE,676671,20260225,810179,POST,48000986,N,AUTO-GENERATED TRANSACTION,23,556543,VP,10,35996.91,0.00,45084,2018295,1973965.91
