transactionId,fileHeaderDate,accountNumber,transactionType,batchLocation,batchNumber,updateBatchDate,relatedFileNumber,actionName,relatedFileKey,doNotReportFlag,explanation,minorAssetsClass,owningPortfolio,posterInitials,transactionSubtype,cashEffect,cashPaidOut,brokerNumber,oldBalance,newBalance
TXN001145,20251007,ACC000001145,71,MUM,326725,20260225,810977,POST,48000327,Y,AUTO-GENERATED TRANSACTION,83,556501,AK,39,17771.31,0.00,45907,2729662,2746225.16
TXN001146,20250421,ACC000001146,35,PUN,405782,20260225,810623,REV,48000578,N,AUTO-GENERATED TRANSACTION,66,556533,MT,2,-43309.09,0.00,45119,1842343,1876923.36
TXN001147,20251231,ACC000001147,16,DEL,600543,20260225,810387,REV,48000138,N,AUTO-GENERATED TRANSACTION,86,556502,RS,4,31512.85,0.00,45558,1750892,1705437.92
TXN001148,20250226,ACC000001148,46,CHE,395115,20260225,810889,ADJ,48000099,N,AUTO-GENERATED TRANSACTION,48,556581,MT,31,-23214.81,0.00,45821,2705331,2747509.87
TXN001149,20250818,ACC000001149,74,DEL,950279,20260225,810072,REV,48000896,N,AUTO-GENERATED TRANSACTION,98,556546,MT,19,6412.95,0.00,45790,1104745,1084591.55
TXN001150,20250916,ACC000001150,64,MUM,473514,20260225,810332,POST,48000964,Y,AUTO-GENERATED TRANSACTION,84,556580,AK,34,20465.45,0.00,45227,1235578,1257008.20
TXN001151,20250325,ACC000001151,73,HYD,287195,20260225,810915,REV,48000497,N,AUTO-GENERATED TRANSACTION,70,556552,RS,19,27722.24,0.00,45670,1548311,1587363.63
TXN001152,20250226,ACC000001152,92,PUN,521912,20260225,810345,ADJ,48000925,Y,AUTO-GENERATED TRANSACTION,86,556540,AK,38,2729.31,0.00,45585,1763451,1751054.28
TXN001153,20251003,ACC000001153,24,PUN,294459,20260225,810233,ADJ,48000528,Y,AUTO-GENERATED TRANSACTION,87,556505,AK,39,2470.72,0.00,45533,2599646,2598165.16
TXN001154,20250925,ACC000001154,90,MUM,125523,20260225,810776,ADJ,48000721,Y,AUTO-GENERATED TRANSACTION,14,556518,RS,8,10210.98,0.00,45617,1681157,1728562.05
TXN001155,20250916,ACC000001155,16,CHE,731813,20260225,810692,REV,48000045,N,AUTO-GENERATED TRANSACTION,20,556557,AK,22,-22497.83,0.00,45277,2349086,2390190.56
TXN001156,20250519,ACC000001156,34,CHE,571854,20260225,810420,POST,48000135,N,AUTO-GENERATED TRANSACTION,98,556544,RS,40,38785.93,0.00,45897,1833367,1858792.05
TXN001157,20250425,ACC000001157,27,HYD,252143,20260225,810237,POST,48000145,Y,AUTO-GENERATED TRANSACTION,21,556516,RS,7,-47912.17,0.00,45978,1493696,1523612.26
TXN001158,20250915,ACC000001158,67,CHE,324639,20260225,810059,POST,48000290,N,AUTO-GENERATED TRANSACTION,17,556566,VP,10,8769.38,0.00,45867,1151310,1172142.49
TXN001159,20250606,ACC000001159,87,CHE,504138,20260225,810707,REV,48000904,N,AUTO-GENERATED TRANSACTION,73,556545,RS,36,-20119.46,0.00,45129,2554387,2554603.91
TXN001160,20250302,ACC000001160,52,PUN,482610,20260225,810867,ADJ,48000975,Y,AUTO-GENERATED TRANSACTION,85,556517,RS,29,-34698.86,0.00,45879,2594106,2583322.95
TXN001161,20250803,ACC000001161,11,MUM,121497,20260225,810870,POST,48000417,N,AUTO-GENERATED TRANSACTION,73,556525,VP,29,35341.04,0.00,45867,1659308,1659188.64
TXN001162,20250811,ACC000001162,84,DEL,715507,20260225,810357,REV,48000471,Y,AUTO-GENERATED TRANSACTION,92,556514,VP,38,21642.10,0.00,45877,2579925,2576162.59
TXN001163,20251011,ACC000001163,72,CHE,315501,20260225,810235,POST,48000639,N,AUTO-GENERATED TRANSACTION,80,556513,RS,17,14991.32,0.00,45499,2041565,2076354.24
TXN001164,20260101,ACC000001164,52,MUM,685227,20260225,810470,ADJ,48000189,N,AUTO-GENERATED TRANSACTION,29,556516,MT,2,-18953.65,0.00,45600,1264246,1214344.34
TXN001165,20250523,ACC000001165,78,DEL,509470,20260225,810925,REV,48000649,N,AUTO-GENERATED TRANSACTION,73,556511,RS,31,25857.33,0.00,45879,1355351,1401459.96
TXN001166,20250714,ACC000001166,89,MUM,218460,20260225,810147,ADJ,48000193,N,AUTO-GENERATED TRANSACTION,75,556519,AK,12,14590.45,0.00,45236,1590638,1568444.14
TXN001167,20250316,ACC000001167,17,DEL,422030,20260225,810150,ADJ,48000933,N,AUTO-GENERATED TRANSACTION,51,556531,VP,5,17711.06,0.00,45740,2443700,2437064.61
TXN001168,20250207,ACC000001168,44,HYD,254956,20260225,810886,REV,48000312,N,AUTO-GENERATED TRANSACTION,58,556523,AK,33,9049.54,0.00,45686,1015570,1029164.96
TXN001169,20250321,ACC000001169,44,HYD,788057,20260225,810303,ADJ,48000128,Y,AUTO-GENERATED TRANSACTION,99,556599,VP,30,-22257.59,0.00,45268,1117658,1099020.85
TXN001170,20250701,ACC000001170,15,HYD,725241,20260225,810974,POST,48000237,N,AUTO-GENERATED TRANSACTION,94,556540,RS,37,31835.47,0.00,45451,2065689,2057071.90
TXN001171,20251125,ACC000001171,99,MUM,573603,20260225,810112,ADJ,48000962,N,AUTO-GENERATED TRANSACTION,51,556575,RS,29,-38396.68,0.00,45943,1279239,1321497.86
TXN001172,20250110,ACC000001172,44,HYD,649953,20260225,810661,REV,48000130,Y,AUTO-GENERATED TRANSACTION,38,556558,VP,5,-23676.87,0.00,45372,2934512,2907577.32
TXN001173,20250623,ACC000001173,57,PUN,894462,20260225,810870,REV,48000129,N,AUTO-GENERATED TRANSACTION,97,556582,MT,5,-5119.91,0.00,45460,2424187,2425549.97
TXN001174,20250212,ACC000001174,40,CHE,870489,20260225,810844,ADJ,48000826,Y,AUTO-GENERATED TRANSACTION,63,556585,RS,14,27903.71,0.00,45001,1596087,1599764.53
TXN001175,20251004,ACC000001175,34,PUN,431906,20260225,810948,REV,48000772,N,AUTO-GENERATED TRANSACTION,59,556532,VP,25,-41971.56,0.00,45306,2242541,2219794.81
TXN001176,20250823,ACC000001176,81,HYD,721244,20260225,810994,POST,48000133,N,AUTO-GENERATED TRANSACTION,92,556518,MT,2,39807.03,0.00,45243,1269501,1301987.74
TXN001177,20250906,ACC000001177,83,MUM,876199,20260225,810025,ADJ,48000640,Y,AUTO-GENERATED TRANSACTION,54,556595,MT,37,-31937.73,0.00,45202,2940094,2963803.59
TXN001178,20251114,ACC000001178,46,MUM,294927,20260225,810421,REV,48000832,N,AUTO-GENERATED TRANSACTION,35,556502,MT,36,-34932.84,0.00,45497,1373555,1411516.28
TXN001179,20250324,ACC000001179,35,HYD,121040,20260225,810331,REV,48000817,N,AUTO-GENERATED TRANSACTION,44,556573,RS,13,-26208.58,0.00,45579,1325080,1338515.30
