transactionId,fileHeaderDate,accountNumber,transactionType,batchLocation,batchNumber,updateBatchDate,relatedFileNumber,actionName,relatedFileKey,doNotReportFlag,explanation,minorAssetsClass,owningPortfolio,posterInitials,transactionSubtype,cashEffect,cashPaidOut,brokerNumber,oldBalance,newBalance
TXN000040,20250908,ACC000000040,82,PUN,146965,20260225,810010,ADJ,48000294,N,AUTO-GENERATED TRANSACTION,95,556598,AK,2,-37194.12,0.00,45074,1190368,1170504.17
TXN000041,20250517,ACC000000041,58,HYD,452384,20260225,810578,REV,48000124,Y,AUTO-GENERATED TRANSACTION,95,556524,MT,5,22048.84,0.00,45642,1543664,1561240.82
TXN000042,20250327,ACC000000042,28,DEL,462997,20260225,810616,REV,48000866,N,AUTO-GENERATED TRANSACTION,74,556528,MT,1,-6383.47,0.00,45003,1090447,1113419.24
TXN000043,20250617,ACC000000043,47,PUN,871725,20260225,810604,ADJ,48000838,N,AUTO-GENERATED TRANSACTION,31,556553,MT,3,-9700.18,0.00,45820,1623621,1654645.07
TXN000044,20251209,ACC000000044,72,CHE,571262,20260225,810761,POST,48000364,N,AUTO-GENERATED TRANSACTION,32,556583,RS,25,-30251.95,0.00,45470,1753951,1784512.20
TXN000045,20251231,ACC000000045,83,DEL,464589,20260225,810093,POST,48000886,N,AUTO-GENERATED TRANSACTION,93,556536,MT,38,-12892.02,0.00,45159,2062659,2053517.66
TXN000046,20250426,ACC000000046,19,DEL,181768,20260225,810639,POST,48000003,N,AUTO-GENERATED TRANSACTION,27,556560,AK,35,37137.96,0.00,45703,2649812,2668458.00
TXN000047,20250912,ACC000000047,44,MUM,527538,20260225,810672,ADJ,48000340,Y,AUTO-GENERATED TRANSACTION,73,556570,RS,33,31503.31,0.00,45875,1355637,1340476.52
TXN000048,20250912,ACC000000048,69,MUM,398181,20260225,810993,POST,48000704,N,AUTO-GENERATED TRANSACTION,60,556532,AK,36,27926.44,0.00,45765,2725268,2765859.21
TXN000049,20250527,ACC000000049,79,MUM,110197,20260225,810903,REV,48000267,N,AUTO-GENERATED TRANSACTION,87,556502,VP,12,-10738.21,0.00,45810,1221759,1225314.73
TXN000050,20251217,ACC000000050,64,HYD,758006,20260225,810924,REV,48000610,N,AUTO-GENERATED TRANSACTION,60,556518,VP,25,5340.52,0.00,45605,1896957,1915020.80
TXN000051,20250925,ACC000000051,74,MUM,326341,20260225,810464,POST,48000963,Y,AUTO-GENERATED TRANSACTION,86,556505,VP,30,49785.74,0.00,45002,2032600,2074793.94
TXN000052,20250819,ACC000000052,14,PUN,650780,20260225,810793,ADJ,48000659,N,AUTO-GENERATED TRANSACTION,79,556538,MT,31,30182.23,0.00,45548,1427579,1460474.26
TXN000053,20250214,ACC000000053,11,DEL,735069,20260225,810721,REV,48000840,Y,AUTO-GENERATED TRANSACTION,60,556548,VP,37,-5633.46,0.00,45221,1185987,1195876.05
TXN000054,20250117,ACC000000054,63,MUM,422376,20260225,810261,REV,48000638,Y,AUTO-GENERATED TRANSACTION,36,556546,AK,40,39056.05,0.00,45942,2538597,2588520.15
TXN000055,20250922,ACC000000055,38,CHE,756748,20260225,810101,POST,48000848,Y,AUTO-GENERATED TRANSACTION,40,556599,RS,8,-37787.54,0.00,45901,1127318,1141025.15
TXN000056,20250310,ACC000000056,43,DEL,939767,20260225,810916,POST,48000638,N,AUTO-GENERATED TRANSACTION,19,556574,AK,30,2760.17,0.00,45688,2480695,2505805.10
TXN000057,20250120,ACC000000057,77,CHE,188648,20260225,810963,REV,48000081,Y,AUTO-GENERATED TRANSACTION,69,556599,MT,11,25868.44,0.00,45406,1826915,1806106.85
TXN000058,20250721,ACC000000058,99,DEL,957396,20260225,810368,ADJ,48000422,Y,AUTO-GENERATED TRANSACTION,19,556541,RS,28,17914.70,0.00,45477,1368400,1391743.84
TXN000059,20250704,ACC000000059,37,MUM,908314,20260225,810368,ADJ,48000284,Y,AUTO-GENERATED TRANSACTION,91,556511,MT,24,4376.39,0.00,45248,1519572,1514920.67
TXN000060,20250310,ACC000000060,28,MUM,436242,20260225,810598,REV,48000871,N,AUTO-GENERATED TRANSACTION,13,556540,VP,36,-2876.77,0.00,45523,2731138,2722813.85
TXN000061,20250129,ACC000000061,58,DEL,599804,20260225,810648,REV,48000906,N,AUTO-GENERATED TRANSACTION,10,556520,RS,1,-41830.97,0.00,45131,1727205,1704627.77
TXN000062,20250515,ACC000000062,71,PUN,603104,20260225,810806,ADJ,48000978,N,AUTO-GENERATED TRANSACTION,57,556511,MT,16,-28894.30,0.00,45149,1169058,1179006.64
TXN000063,20251023,ACC000000063,68,PUN,929112,20260225,810263,POST,48000482,Y,AUTO-GENERATED TRANSACTION,39,556588,MT,36,-24768.43,0.00,45478,2745252,2768901.65
TXN000064,20250320,ACC000000064,69,DEL,343733,20260225,810674,REV,48000802,Y,AUTO-GENERATED TRANSACTION,29,556576,RS,38,47368.81,0.00,45020,2638445,2616751.00
TXN000065,20250531,ACC000000065,30,HYD,658679,20260225,810966,ADJ,48000036,Y,AUTO-GENERATED TRANSACTION,51,556507,MT,29,-30047.19,0.00,45198,1157617,1204992.48
TXN000066,20250311,ACC000000066,33,PUN,864341,20260225,810794,POST,48000416,N,AUTO-GENERATED TRANSACTION,24,556585,AK,31,9384.34,0.00,45900,1034482,995021.85
TXN000067,20250215,ACC000000067,69,MUM,525605,20260225,810213,ADJ,48000609,N,AUTO-GENERATED TRANSACTION,24,556545,VP,22,-8608.91,0.00,45089,1035805,1005578.45
TXN000068,20250705,ACC000000068,39,MUM,834510,20260225,810513,POST,48000406,Y,AUTO-GENERATED TRANSACTION,44,556500,RS,23,-22755.53,0.00,45133,2326045,2374579.20
TXN000069,20251127,ACC000000069,97,MUM,900936,20260225,810828,ADJ,48000396,N,AUTO-GENERATED TRANSACTION,24,556509,RS,35,38736.44,0.00,45290,2441180,2442350.96
TXN000070,20250402,ACC000000070,59,DEL,554756,20260225,810706,POST,48000830,N,AUTO-GENERATED TRANSACTION,59,556522,MT,27,25516.47,0.00,45569,2111597,2138938.80
TXN000071,20250927,ACC000000071,33,PUN,292467,20260225,810290,ADJ,48000160,Y,AUTO-GENERATED TRANSACTION,37,556541,AK,13,35877.48,0.00,45412,2539284,2528895.67
TXN000072,20250416,ACC000000072,36,PUN,737507,20260225,810472,REV,48000520,N,AUTO-GENERATED TRANSACTION,10,556531,RS,39,2502.65,0.00,45344,2890646,2910736.63
TXN000073,20250910,ACC000000073,82,DEL,322720,20260225,810009,REV,48000836,Y,AUTO-GENERATED TRANSACTION,92,556539,AK,36,46897.13,0.00,45766,2200491,2235745.19
TXN000074,20251216,ACC000000074,31,HYD,229285,20260225,810357,ADJ,48000312,Y,AUTO-GENERATED TRANSACTION,94,556540,VP,3,-10241.68,0.00,45305,2344288,2337763.69
TXN000075,20251011,ACC000000075,59,MUM,471283,20260225,810645,REV,48000124,Y,AUTO-GENERATED TRANSACTION,56,556583,AK,9,-20636.74,0.00,45140,1299682,1308226.09
TXN000076,20250819,ACC000000076,16,MUM,543755,20260225,810195,REV,48000307,Y,AUTO-GENERATED TRANSACTION,23,556553,VP,22,-44851.68,0.00,45443,2235204,2274276.22
TXN000077,20250821,ACC000000077,51,PUN,818564,20260225,810423,ADJ,48000858,N,AUTO-GENERATED TRANSACTION,15,556544,VP,20,44174.69,0.00,45714,1241590,1218396.42
TXN000078,20251030,ACC000000078,84,MUM,996141,20260225,810995,POST,48000500,Y,AUTO-GENERATED TRANSACTION,58,556585,VP,6,12900.74,0.00,45687,1410997,1439066.33
TXN000079,20250622,ACC000000079,57,HYD,895269,20260225,810282,REV,48000810,Y,AUTO-GENERATED TRANSACTION,33,556559,VP,35,7172.50,0.00,45857,1052411,1086782.42
TXN000080,20250318,ACC000000080,91,CHE,148071,20260225,810541,ADJ,48000737,Y,AUTO-GENERATED TRANSACTION,99,556570,RS,15,-14926.95,0.00,45374,2110841,2143336.45
TXN000081,20250215,ACC000000081,80,HYD,139340,20260225,810731,ADJ,48000786,N,AUTO-GENERATED TRANSACTION,76,556538,RS,10,25815.20,0.00,45785,2840007,2794660.74
TXN000082,20251113,ACC000000082,19,DEL,482939,20260225,810479,REV,48000633,N,AUTO-GENERATED TRANSACTION,37,556598,AK,2,8825.79,0.00,45329,1523054,1569623.36
TXN000083,20251022,ACC000000083,21,MUM,674060,20260225,810198,REV,48000971,N,AUTO-GENERATED TRANSACTION,12,556502,VP,38,-26931.88,0.00,45236,2474496,2471073.61
TXN000084,20250813,ACC000000084,29,CHE,116031,20260225,810956,ADJ,48000598,Y,AUTO-GENERATED TRANSACTION,42,556509,RS,29,-16552.92,0.00,45819,2594620,2607602.26
TXN000085,20250129,ACC000000085,81,DEL,322299,20260225,810710,ADJ,48000818,Y,AUTO-GENERATED TRANSACTION,59,556585,AK,10,-34767.64,0.00,45883,2996545,2952460.41
TXN000086,20250406,ACC000000086,87,PUN,691625,20260225,810133,ADJ,48000110,Y,AUTO-GENERATED TRANSACTION,33,556524,AK,33,34408.56,0.00,45032,1526275,1574863.45
TXN000087,20250106,ACC000000087,32,DEL,276885,20260225,810248,POST,48000578,Y,AUTO-GENERATED TRANSACTION,37,556591,VP,12,38767.29,0.00,45861,1194615,1190738.18
TXN000088,20250728,ACC000000088,70,PUN,472274,20260225,810515,POST,48000944,N,AUTO-GENERATED TRANSACTION,65,556506,VP,4,-39611.38,0.00,45673,2116164,2111370.62
TXN000089,20250515,ACC000000089,66,MUM,544035,20260225,810680,REV,48000426,N,AUTO-GENERATED TRANSACTION,48,556510,VP,10,48922.12,0.00,45781,1710422,1727255.94
TXN000090,20250428,ACC000000090,31,PUN,625438,20260225,810484,POST,48000172,Y,AUTO-GENERATED TRANSACTION,43,556533,RS,20,-10603.48,0.00,45167,2179603,2150518.15
TXN000091,20250421,ACC000000091,21,HYD,362953,20260225,810808,ADJ,48000895,Y,AUTO-GENERATED TRANSACTION,42,556541,RS,29,33877.00,0.00,45671,1299401,1329004.37
TXN000092,20250115,ACC000000092,39,PUN,811970,20260225,810380,POST,48000777,N,AUTO-GENERATED TRANSACTION,26,556533,AK,2,15885.41,0.00,45799,2331128,2305831.54
TXN000093,20251108,ACC000000093,56,CHE,578576,20260225,810578,REV,48000218,Y,AUTO-GENERATED TRANSACTION,18,556533,RS,15,-17413.31,0.00,45002,2823582,2845248.08
TXN000094,20250708,ACC000000094,62,DEL,799954,20260225,810693,ADJ,48000514,Y,AUTO-GENERATED TRANSACTION,66,556505,AK,13,-13186.65,0.00,45759,1138349,1183817.77
TXN000095,20250201,ACC000000095,21,CHE,931419,20260225,810437,POST,48000866,Y,AUTO-GENERATED TRANSACTION,88,556591,MT,16,-23213.01,0.00,45590,2440994,2472594.49
TXN000096,20250713,ACC000000096,38,CHE,580192,20260225,810330,REV,48000994,Y,AUTO-GENERATED TRANSACTION,94,556581,MT,38,-20489.88,0.00,45051,2223030,2199268.83
TXN000097,20250523,ACC000000097,35,PUN,809556,20260225,810427,ADJ,48000897,Y,AUTO-GENERATED TRANSACTION,84,556587,AK,17,10169.36,0.00,45123,1873523,1853544.72
TXN000098,20250131,ACC000000098,62,CHE,558861,20260225,810871,REV,48000294,N,AUTO-GENERATED TRANSACTION,56,556539,AK,32,23952.56,0.00,45875,1174984,1153234.25
TXN000099,20250910,ACC000000099,79,CHE,665642,20260225,810476,REV,48000084,N,AUTO-GENERATED TRANSACTION,34,556548,AK,32,32773.64,0.00,45140,1723678,1707319.65
TXN000100,20250511,ACC000000100,46,HYD,392300,20260225,810341,POST,48000900,N,AUTO-GENERATED TRANSACTION,96,556571,MT,39,-9216.47,0.00,45659,2980013,2983567.84
